Sample	Type	Source	Nacid	xKit	Rep	Polymerase	Run	Primer	Station	Environment	Estuary	Tide	Date	Season	Year	microgAMBI	AMBI	AMBI.5y	MAMBI	MAMBI.5y	Redox	OM	Gravel	Sand	Mud	Cu	Pb	Ni	Cr	Zn	Mn	Fe	Hg	Cd	PON	TotalP	TOC	POC	TotalPCB	TotalPAH	TotalDDT	TotalHCH	PI	PI5yAvg	PI10yAvg	Redox5yAvg	Redox10yAvg	OM5yAvg	OM10yAvg	WaterO2	DO	pH	MaxDepthPM	PointDepthBM	Salinity	SalClass	Q1SiteSal	Q2SiteSal	Q3SiteSal	SolidosSusp	ChlA	Silicate	Nitrite	NH3	Turbidity	Nitrate	PO4	PlotName	IntRatio6y	PhytoStatus	Comp
EOI20_S_Su2017	S	S	DNA	DNA-RNA	1	HF	201812	519..806D	EOI20	Estuarine	11 Oiartzun	BM	2017-08-24	Su	2017	1.9691806194	NA	3.003	NA	0.978	-153	6.5003779289	0.25	35.06	64.69	81	82	26	85	372	NA	NA	0.6	0.9	NA	NA	NA	NA	286	5107	1.4	0	2.838	2.117	NA	5.3	-65.3	2.6	3.96	94.6	NA	NA	11	8	35.2	4	34.75	35.05	35.13	NA	NA	NA	NA	NA	NA	NA	NA	EOI20_S_Su2017	NA	NA	D
EOI20_S_Su2017RNA	S	S	RNA	DNA-RNA	1	HF	201909	519..806D	EOI20	Estuarine	11 Oiartzun	BM	2017-08-24	Su	2017	1.6632390746	NA	3.003	NA	0.978	-153	6.5003779289	0.25	35.06	64.69	81	82	26	85	372	NA	NA	0.6	0.9	NA	NA	NA	NA	286	5107	1.4	0	2.838	2.117	NA	5.3	-65.3	2.6	3.96	94.6	NA	NA	11	8	35.2	4	34.75	35.05	35.13	NA	NA	NA	NA	NA	NA	NA	NA	EOI20_S_Su2017RNA	NA	NA	R
EOI20_S_Su2018	S	S	DNA	DNA-RNA	1	HF	201812	519..806D	EOI20	Estuarine	11 Oiartzun	BM	2018-08-28	Su	2018	1.7977622525	NA	3.088	NA	0.978	37	2.6178010471	5.4	88.82	5.78	47	165	23	67	326	355	19606	0.8	0.5	NA	NA	NA	NA	139.6	1506	1.5	1	2.4	2.181	NA	-28.5	-43.6	2.39	3.53	100.6	NA	NA	14.5	11.5	35	4	34.75	35.05	35.13	NA	NA	NA	NA	NA	NA	NA	NA	EOI20_S_Su2018	NA	NA	D
EOI20_S_Su2018RNA	S	S	RNA	DNA-RNA	1	HF	201909	519..806D	EOI20	Estuarine	11 Oiartzun	BM	2018-08-28	Su	2018	3.7249516699	NA	3.088	NA	0.978	37	2.6178010471	5.4	88.82	5.78	47	165	23	67	326	355	19606	0.8	0.5	NA	NA	NA	NA	139.6	1506	1.5	1	2.4	2.181	NA	-28.5	-43.6	2.39	3.53	100.6	NA	NA	14.5	11.5	35	4	34.75	35.05	35.13	NA	NA	NA	NA	NA	NA	NA	NA	EOI20_S_Su2018RNA	NA	NA	R
EOI20_S_Wi2013	S	S	DNA	DNA-RNA	1	HF	201809	519..806D	EOI20	Estuarine	11 Oiartzun	BM	2013-02-08	Wi	2013	2.026731794	2.83	2.945	1.084	0.96	150	4.54	1.13	60.85	38.02	77	151.5	35.8	63.4	394.4	374.8	48448	0.727	0.552	0.151	0.06665	NA	4	79.5	741	22	0	2.425717328	2.6349824592	NA	-55.8	-96.8	4.67	4.76	100	NA	NA	15	12.5	34	4	34.75	35.05	35.13	NA	NA	NA	NA	NA	NA	NA	NA	EOI20_S_Wi2013	NA	NA	D
EOI20_S_Wi2013RNA	S	S	RNA	DNA-RNA	1	HF	201904	519..806D	EOI20	Estuarine	11 Oiartzun	BM	2013-02-08	Wi	2013	1.8189260233	2.83	2.945	1.084	0.96	150	4.54	1.13	60.85	38.02	77	151.5	35.8	63.4	394.4	374.8	48448	0.727	0.552	0.151	0.06665	NA	4	79.5	741	22	0	2.425717328	2.6349824592	NA	-55.8	-96.8	4.67	4.76	100	NA	NA	15	12.5	34	4	34.75	35.05	35.13	NA	NA	NA	NA	NA	NA	NA	NA	EOI20_S_Wi2013	NA	NA	R
EOI20_S_Wi2015	S	S	DNA	DNA-RNA	1	HF	201909	519..806D	EOI20	Estuarine	11 Oiartzun	BM	2015-02-13	Wi	2015	1.9014337685	2.968	3.081	1	0.981	NA	2.2	1.2	97.55	1.25	48.6	103.1	31.3	51.8	254.3	293	37167	0.042	0.67	NA	0.119	3.4	NA	32.8	776	0	0	1.7694900096	2.1926390617	NA	52.025	-41.089	2.584	4.082	97	NA	NA	14	12	35.1	4	34.75	35.05	35.13	NA	NA	NA	NA	NA	NA	NA	NA	EOI20_S_Wi2015	NA	NA	1
EOI20_S_Wi2016	S	S	DNA	DNA-RNA	1	HF	201904	519..806D	EOI20	Estuarine	11 Oiartzun	BM	2016-01-15	Wi	2016	1.4281395706	3.126	2.959	1	1	-153	3.9	2.28	62.32	35.4	56	100	27	74	382	285	28139	0.47	0.4	NA	0.131	3.8	NA	170.7	895	0	0	2.327793638	2.2566554224	NA	41.5	-51.3	3.03	4.11	100.3	NA	NA	15	11.5	35.3	4	34.75	35.05	35.13	NA	NA	NA	NA	NA	NA	NA	NA	EOI20_S_Wi2016	NA	NA	1
EOI20_S_Wi2017A	S	S	DNA	DNA-RNA	1	HF	201812	519..806D	EOI20	Estuarine	11 Oiartzun	BM	2017-02-03	Wi	2017	2.0064844836	3.585	3.003	0.891	0.978	-174	1.23	3.82	89.43	6.75	85	103	20	49	335	355	23407	0.37	0.5	NA	0	0	NA	27.5	279	0	0	1.7298233042	1.9731485139	NA	5.3	-65.3	2.6	3.96	95.2	NA	NA	15	13	35.1	4	34.75	35.05	35.13	NA	NA	NA	NA	NA	NA	NA	NA	EOI20_S_Wi2017	NA	NA	1
EOI20_S_Wi2018	S	S	DNA	DNA-RNA	1	HF	201812	519..806D	EOI20	Estuarine	11 Oiartzun	BM	2018-02-09	Wi	2018	1.9034827053	3.254	3.088	1	1	15	3.5	1.01	82.03	16.96	62	107	18	65	329	312	24300	1	0.5	NA	0.057	0.6	NA	181	4407	0	0	2.5899648695	2.1447370058	NA	-28.5	-43.6	2.39	3.53	96.1	NA	NA	13	11	35	4	34.75	35.05	35.13	NA	NA	NA	NA	NA	NA	NA	NA	EOI20_S_Wi2018	NA	NA	1
EOI20_S_Wi2019	S	S	DNA	DNA-RNA	1	HF	201904	519..806D	EOI20	Estuarine	11 Oiartzun	BM	2019-02-07	Wi	2019	2.1648019353	1.15	3.233	NA	0.978	-123	9.74	0	68.32	31.68	37	70	16	72	174	395	19247	0.32	0.27	NA	0.057	2	NA	423.9	10405	0	0	2.4359121506	2.2987165878	NA	-108.75	-39.311	4.114	3.834	95.3	NA	NA	15	11	34.6	4	34.75	35.05	35.13	NA	NA	NA	NA	NA	NA	NA	NA	EOI20_S_Wi2019	NA	NA	1
EOK05_S_Su2017	S	S	DNA	DNA-RNA	1	HF	201812	519..806D	EOK05	Estuarine	04 Oka	BM	2017-08-24	Su	2017	2.9232666631	NA	5.65	NA	0.26	-33	8.4724005135	0	71.08	28.92	42	24	52	75	104	NA	NA	0.18	0.6	NA	NA	NA	NA	35.4	1381	0	0	1.913	1.558	NA	16.6	74.6	5.8	6.42	38.8	NA	NA	3	0	24.3	2	0.25	11.25	18.14	NA	NA	NA	NA	NA	NA	NA	NA	EOK05_S_Su2017	NA	NA	D
EOK05_S_Su2017RNA	S	S	RNA	DNA-RNA	1	HF	201909	519..806D	EOK05	Estuarine	04 Oka	BM	2017-08-24	Su	2017	3.4763065259	NA	5.65	NA	0.26	-33	8.4724005135	0	71.08	28.92	42	24	52	75	104	NA	NA	0.18	0.6	NA	NA	NA	NA	35.4	1381	0	0	1.913	1.558	NA	16.6	74.6	5.8	6.42	38.8	NA	NA	3	0	24.3	2	0.25	11.25	18.14	NA	NA	NA	NA	NA	NA	NA	NA	EOK05_S_Su2017RNA	NA	NA	R
EOK05_S_Su2018	S	S	DNA	DNA-RNA	1	HF	201812	519..806D	EOK05	Estuarine	04 Oka	BM	2018-08-21	Su	2018	4.2205710956	NA	5.648	NA	0.288	-89	4.5539033457	0.07	21.89	78.04	21	16	29	54	119	112	24486	0.14	0.3	NA	NA	NA	NA	10.8	326	1.5	1	1.021	1.459	NA	-4.8	86.4	4.59	6.31	33.6	NA	NA	2	0	11.3	2	0.25	11.25	18.14	NA	NA	NA	NA	NA	NA	NA	NA	EOK05_S_Su2018	NA	NA	1
EOK05_S_Wi2013	S	S	DNA	DNA-RNA	1	HF	201812	519..806D	EOK05	Estuarine	04 Oka	BM	2013-01-28	Wi	2013	4.2322326269	5.867	4.945	0.163	0.456	97	10.53	0	49.28	50.72	18.8	12.7	53.1	47	69.2	215.1	40408	0.163	0.118	0.225	NA	NA	4.7	1.8	306	0	0	1.2619096369	1.127590124	NA	177.6	124.2	8.03	6.9	101.5	NA	NA	3	0	21.4	2	0.25	11.25	18.14	NA	NA	NA	NA	NA	NA	NA	NA	EOK05_S_Wi2013	NA	NA	1
EOK05_S_Wi2015	S	S	DNA	DNA-RNA	1	HF	201909	519..806D	EOK05	Estuarine	04 Oka	BM	2015-02-09	Wi	2015	4.7035175879	5.91	5.482	0.146	0.304	-50	5.5	0	12.97	87.03	46.6	19.6	52.3	56.5	114.9	247	36166	0.164	0.376	NA	NA	NA	NA	15.2	0	0	0	1.468982627	1.2794862406	NA	136.3	98.5	7.73	6.675	95.4	NA	NA	3	0	0.21	2	0.25	11.25	14.88	NA	NA	NA	NA	NA	NA	NA	NA	EOK05_S_Wi2015	NA	NA	1
EOK05_S_Wi2016	S	S	DNA	DNA-RNA	1	HF	201904	519..806D	EOK05	Estuarine	04 Oka	BM	2016-01-21	Wi	2016	3.1764078688	4.557	5.413	0.551	0.318	-27	3.8	0	19.86	80.14	33	30	39	82	92	221	28836	0.37	0.21	NA	NA	NA	NA	0	0	0	0	1.3171347233	1.3800321257	NA	80.4	79.6	7.88	6.62	92	NA	NA	3	0	0.3	2	0.25	11.25	18.14	NA	NA	NA	NA	NA	NA	NA	NA	EOK05_S_Wi2016	NA	NA	1
EOK05_S_Wi2017	S	S	DNA	DNA-RNA	1	HF	201909	519..806D	EOK05	Estuarine	04 Oka	BM	2017-02-02	Wi	2017	3.5248940408	5.833	5.65	0.325	0.26	-42	6.4	0.77	23.95	75.28	56	28	57	94	119	393	28419	0.14	0.36	NA	NA	NA	NA	74.1	0	0	0	1.8490611917	1.4867173729	NA	16.6	74.6	5.8	6.42	67.1	NA	NA	3.5	0	14.9	2	0.25	11.25	18.14	NA	NA	NA	NA	NA	NA	NA	NA	EOK05_S_Wi2017	NA	NA	D
EOK05_S_Wi2017RNA	S	S	RNA	DNA-RNA	1	HF	201904	519..806D	EOK05	Estuarine	04 Oka	BM	2017-02-02	Wi	2017	3.9081128235	5.833	5.65	0.325	0.26	-42	6.4	0.77	23.95	75.28	56	28	57	94	119	393	28419	0.14	0.36	NA	NA	NA	NA	74.1	0	0	0	1.8490611917	1.4867173729	NA	16.6	74.6	5.8	6.42	67.1	NA	NA	3.5	0	14.9	2	0.25	11.25	18.14	NA	NA	NA	NA	NA	NA	NA	NA	EOK05_S_Wi2017	NA	NA	R
EOK05_S_Wi2018	S	S	DNA	DNA-RNA	1	HF	201812	519..806D	EOK05	Estuarine	04 Oka	BM	2018-01-23	Wi	2018	3.7058233771	5.856	5.648	0.227	0.288	-10	4.5	0.3	43.46	56.24	23	19	29	52	62	180	22621	0.12	0.12	NA	NA	NA	NA	10.7	0	0	0	1.1103486878	1.5324636643	NA	-4.8	86.4	4.59	6.31	98.7	NA	NA	2.5	0	0.2	2	0.25	11.25	18.14	NA	NA	NA	NA	NA	NA	NA	NA	EOK05_S_Wi2018	NA	NA	D
EOK05_S_Wi2018RNA	S	S	RNA	DNA-RNA	1	HF	201909	519..806D	EOK05	Estuarine	04 Oka	BM	2018-01-23	Wi	2018	4.1907506423	5.856	5.648	0.227	0.288	-10	4.5	0.3	43.46	56.24	23	19	29	52	62	180	22621	0.12	0.12	NA	NA	NA	NA	10.7	0	0	0	1.1103486878	1.5324636643	NA	-4.8	86.4	4.59	6.31	98.7	NA	NA	2.5	0	0.2	2	0.25	11.25	18.14	NA	NA	NA	NA	NA	NA	NA	NA	EOK05_S_Wi2018RNA	NA	NA	R
EOK05_S_Wi2019	S	S	DNA	DNA-RNA	1	HF	201904	519..806D	EOK05	Estuarine	04 Oka	BM	2019-03-04	Wi	2019	4.6752651815	NA	5.539	NA	0.309	169	11.53	0	56.18	43.82	21	25	36	49	62	164	43345	0.11	0.11	NA	NA	NA	NA	0	0	0	0	1.180062596	1.4084506302	NA	8	89.81	6.346	7.039	91	NA	NA	3.5	0	8.2	2	0.25	11.25	18.14	NA	NA	NA	NA	NA	NA	NA	NA	EOK05_S_Wi2019	NA	NA	1
EOK10_S_Su2017	S	S	DNA	DNA-RNA	1	HF	201812	519..806D	EOK10	Estuarine	04 Oka	PM	2017-08-24	Su	2017	2.048443261	NA	4.398	NA	0.388	-94	6.3985374771	3.31	56.53	40.16	37	25	39	75	112	NA	NA	0.2	0.6	NA	NA	NA	NA	22.4	11336	0	0	2.064	1.509	NA	34.8	7.4	5.48	5.98	94.8	NA	NA	2.5	0	32.4	3	12.03	26.75	29.9	NA	NA	NA	NA	NA	NA	NA	NA	EOK10_S_Su2017	NA	NA	1
EOK10_S_Su2018	S	S	DNA	DNA-RNA	1	HF	201812	519..806D	EOK10	Estuarine	04 Oka	PM	2018-08-21	Su	2018	1.9878897191	NA	4.1	NA	0.496	-16	3.9353478566	0.95	40.84	58.21	19	18	21	45	118	177	24711	0.13	0.33	NA	NA	NA	NA	9.2	5969	1.5	1	1.315	1.508	NA	19.4	19.3	5.72	5.88	98.8	NA	NA	2.5	0	23.7	3	12.03	26.75	29.9	NA	NA	NA	NA	NA	NA	NA	NA	EOK10_S_Su2018	NA	NA	1
EOK10_S_Wi2013	S	S	DNA	DNA-RNA	1	HF	201809	519..806D	EOK10	Estuarine	04 Oka	PM	2013-01-28	Wi	2013	3.0722683264	5.667	4.338	0.126	0.39	91	4.62	1.42	32.48	66.1	28.8	14.5	43.3	54	107.9	389.7	27367	0.171	0.041	0.139	NA	NA	2.1	14.1	886	0	0	1.3684258622	1.5416567813	NA	19.2	-24.7	6.03	6.33	91.6	NA	NA	4.5	0	2.4	3	12.03	26.75	29.9	NA	NA	NA	NA	NA	NA	NA	NA	EOK10_S_Wi2013	NA	NA	D
EOK10_S_Wi2013RNA	S	S	RNA	DNA-RNA	1	HF	201904	519..806D	EOK10	Estuarine	04 Oka	BM	2013-01-28	Wi	2013	3.5618188651	5.667	4.338	0.126	0.39	91	4.62	1.42	32.48	66.1	28.8	14.5	43.3	54	107.9	389.7	27367	0.171	0.041	0.139	NA	NA	2.1	14.1	886	0	0	1.3684258622	1.5416567813	NA	19.2	-24.7	6.03	6.33	91.6	NA	NA	4.5	0	2.4	3	12.03	26.75	29.9	NA	NA	NA	NA	NA	NA	NA	NA	EOK10_S_Wi2013	NA	NA	R
EOK10_S_Wi2015	S	S	DNA	DNA-RNA	1	HF	201909	519..806D	EOK10	Estuarine	04 Oka	BM	2015-02-09	Wi	2015	3.4157849089	4.74	4.352	0.397	0.389	63	6.7	0	35.68	64.32	21.6	11.7	28.8	33.2	82.2	268	32168	0.086	0.279	NA	NA	NA	NA	21.9	0	0	0	1.2034926617	1.4445336159	NA	57.64	5.46	5.733	6.282	81.1	NA	NA	4	0	22.3	3	12.03	26.75	29.9	NA	NA	NA	NA	NA	NA	NA	NA	EOK10_S_Wi2015	NA	NA	1
EOK10_S_Wi2016	S	S	DNA	DNA-RNA	1	HF	201904	519..806D	EOK10	Estuarine	04 Oka	BM	2016-01-21	Wi	2016	2.6990844965	3.067	4.054	0.574	0.421	-49	3.8	18	31.23	50.77	30	26	35	71	100	225	27139	0.17	0.17	NA	NA	NA	NA	10.4	0	0	0	1.2630078449	1.4008106269	NA	51	1.3	5.23	5.93	96.2	NA	NA	3	0	29.8	3	12.03	26.75	29.9	NA	NA	NA	NA	NA	NA	NA	NA	EOK10_S_Wi2016	NA	NA	1
EOK10_S_Wi2017	S	S	DNA	DNA-RNA	1	HF	201812	519..806D	EOK10	Estuarine	04 Oka	BM	2017-02-02	Wi	2017	3.0390538181	4.841	4.398	0.406	0.388	-34	7.64	0.32	32.98	66.7	29	24	34	61	108	253	21955	0.12	0.25	NA	NA	NA	NA	87.8	0	0	0	1.6227146417	1.3981086458	NA	34.8	7.4	5.48	5.98	99.4	NA	NA	4	0	29.9	3	12.03	26.75	29.9	NA	NA	NA	NA	NA	NA	NA	NA	EOK10_S_Wi2017	NA	NA	D
EOK10_S_Wi2017RNA	S	S	RNA	DNA-RNA	1	HF	201904	519..806D	EOK10	Estuarine	04 Oka	BM	2017-02-02	Wi	2017	2.986408693	4.841	4.398	0.406	0.388	-34	7.64	0.32	32.98	66.7	29	24	34	61	108	253	21955	0.12	0.25	NA	NA	NA	NA	87.8	0	0	0	1.6227146417	1.3981086458	NA	34.8	7.4	5.48	5.98	99.4	NA	NA	4	0	29.9	3	12.03	26.75	29.9	NA	NA	NA	NA	NA	NA	NA	NA	EOK10_S_Wi2017	NA	NA	R
EOK10_S_Wi2018	S	S	DNA	DNA-RNA	1	HF	201812	519..806D	EOK10	Estuarine	04 Oka	BM	2018-01-23	Wi	2018	3.2083772229	4.179	4.1	0.574	0.496	14	5.8	0.46	30.82	68.72	39	25	28	47	351	306	29988	0.14	1.2	NA	NA	NA	NA	5.6	0	0	0	1.5524951963	1.5398326234	NA	19.4	19.3	5.72	5.88	84.1	NA	NA	2	0	15.2	3	12.03	26.75	29.9	NA	NA	NA	NA	NA	NA	NA	NA	EOK10_S_Wi2018	NA	NA	D
EOK10_S_Wi2018RNA	S	S	RNA	DNA-RNA	1	HF	201909	519..806D	EOK10	Estuarine	04 Oka	BM	2018-01-23	Wi	2018	3.789031442	4.179	4.1	0.574	0.496	14	5.8	0.46	30.82	68.72	39	25	28	47	351	306	29988	0.14	1.2	NA	NA	NA	NA	5.6	0	0	0	1.5524951963	1.5398326234	NA	19.4	19.3	5.72	5.88	84.1	NA	NA	2	0	15.2	3	12.03	26.75	29.9	NA	NA	NA	NA	NA	NA	NA	NA	EOK10_S_Wi2018RNA	NA	NA	R
EOK10_S_Wi2019	S	S	DNA	DNA-RNA	1	HF	201904	519..806D	EOK10	Estuarine	04 Oka	BM	2019-03-04	Wi	2019	2.9025449738	NA	4.207	NA	0.488	-4	5.82	0	48.07	51.93	19	22	22	49	62	165	20944	0.18	0.13	NA	NA	NA	NA	4.9	0	0	0	1.0715076624	1.4418143383	NA	-2	19.29	5.952	5.849	92.4	NA	NA	3.5	0	27	3	12.03	26.75	29.9	NA	NA	NA	NA	NA	NA	NA	NA	EOK10_S_Wi2019	NA	NA	1
EOK20_S_Su2017	S	S	DNA	DNA-RNA	1	HF	201812	519..806D	EOK20	Estuarine	04 Oka	BM	2017-08-24	Su	2017	0.7905494243	NA	1.602	NA	0.793	212	0.8480104371	0.1	0	99.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	16	0	0	0.289	0.481	NA	323.6	297.8	0.82	0.8	95	NA	NA	2	0	34.2	3.5	27.94	33.2	33.99	NA	NA	NA	NA	NA	NA	NA	NA	EOK20_S_Su2017	NA	NA	1
EOK20_S_Su2018	S	S	DNA	DNA-RNA	1	HF	201812	519..806D	EOK20	Estuarine	04 Oka	BM	2018-08-21	Su	2018	0.8371407517	NA	0.9876	NA	0.9083851659	252	0.7874015748	0.35	99.59	0.06	13	19	19	44	108	222	22735	0.18	0.25	NA	NA	NA	NA	3.5	80	1.5	1	0.797	0.488	NA	306.4	326.3	0.82	0.79	100	NA	NA	3	0	32.9	3.5	27.94	33.2	33.99	NA	NA	NA	NA	NA	NA	NA	NA	EOK20_S_Su2018	NA	NA	1
EOK20_S_Wi2015	S	S	DNA	DNA-RNA	1	HF	201909	519..806D	EOK20	Estuarine	04 Oka	BM	2015-02-09	Wi	2015	0.9336407048	0.808	1.673	0.994	0.809	389	0.8	0.21	99.75	0.04	0	0	0	0	0	0	0	NA	0	NA	NA	NA	NA	0	0	0	0	0.2666666667	0.4505758986	NA	385.98	278.97	0.788	0.789	91.5	NA	NA	3	0	29	3.5	27.94	33.2	33.99	NA	NA	NA	NA	NA	NA	NA	NA	EOK20_S_Wi2015	NA	NA	1
EOK20_S_Wi2016	S	S	DNA	DNA-RNA	1	HF	201904	519..806D	EOK20	Estuarine	04 Oka	BM	2016-01-21	Wi	2016	0.7293300033	0.438	1.459	0.741	0.788	312	0.8	0.18	99.8	0.02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0.2666666667	0.4199036364	NA	375	301.6	0.81	0.79	101	NA	NA	3	0	33.5	3.5	27.94	33.2	33.99	NA	NA	NA	NA	NA	NA	NA	NA	EOK20_S_Wi2016	NA	NA	1
EOK20_S_Wi2017	S	S	DNA	DNA-RNA	1	HF	201812	519..806D	EOK20	Estuarine	04 Oka	BM	2017-02-02	Wi	2017	0.9818469866	2.553	1.602	0.944	0.793	66	0.84	0.06	99.91	0.02	13	73	19	32	98	186	16544	0	0.18	NA	NA	NA	NA	0	0	0	0	0.7624870293	0.5190677089	NA	323.6	297.8	0.82	0.8	112	NA	NA	3.5	0	34.5	3.5	27.94	33.2	33.99	NA	NA	NA	NA	NA	NA	NA	NA	EOK20_S_Wi2017	NA	NA	1
EOK20_S_Wi2018	S	S	DNA	DNA-RNA	1	HF	201812	519..806D	EOK20	Estuarine	04 Oka	BM	2018-01-23	Wi	2018	1.3109217977	0.503	0.9876	0.908	0.9083851659	336	0.8	0.08	99.8	0.12	0	13	9	17	44	165	21803	0.05	0	NA	NA	NA	NA	0	0	0	0	0.3329829801	0.4364284316	NA	306.4	326.3	0.82	0.79	93	NA	NA	2	0	26.3	3.5	27.94	33.2	33.99	NA	NA	NA	NA	NA	NA	NA	NA	EOK20_S_Wi2018	NA	NA	1
EOK20_S_Wi2019	S	S	DNA	DNA-RNA	1	HF	201904	519..806D	EOK20	Estuarine	04 Oka	BM	2019-03-04	Wi	2019	0.9724645892	1.979	1.076	NA	0.897	345	0.85	0.27	99.64	0.09	0	25	11	17	45	160	19738	0.05	0	NA	NA	NA	NA	0	0	0	0	0.386946728	0.4431212509	NA	289.6	331.54	0.818	0.803	105	NA	NA	3	0	34.1	4	27.94	33.2	33.99	NA	NA	NA	NA	NA	NA	NA	NA	EOK20_S_Wi2019	NA	NA	1
ESVB1_S_Su2018	S	S	DNA	DNA-RNA	1	HF	201812	519..806D	ESVB1	Estuarine	00 SVB	BM	2018-07-05	Su	2018	2.5823002098	NA	NA	NA	NA	64	24.51	0.33	58.01	41.66	10	58	16	31	342	224	16985	0.9	0.7	NA	NA	NA	NA	3.5	350	1.5	1	1.702	1.702	NA	64	64	24.51	24.51	76.5	NA	NA	1.8	0	5.8	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ESVB1_S_Su2018	NA	NA	1
ESVB2_S_Su2018	S	S	DNA	DNA-RNA	1	HF	201812	519..806D	ESVB2	Estuarine	00 SVB	BM	2018-07-05	Su	2018	1.3852348993	NA	NA	NA	NA	357	0.66	0.54	99.28	0.18	5	13	7	18	78	112	9679	0.38	0.12	NA	NA	NA	NA	3.5	153	1.5	1	0.548	0.548	NA	357	357	0.66	0.66	96	NA	NA	2	0	30.5	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ESVB2_S_Su2018	NA	NA	1
ESVB3_S_Su2018	S	S	DNA	DNA-RNA	1	HF	201812	519..806D	ESVB3	Estuarine	00 SVB	BM	2018-07-05	Su	2018	1.5050391937	NA	NA	NA	NA	194	1.15	0	99.49	0.51	5	18	8	20	180	122	8535	1	0.4	NA	NA	NA	NA	3.5	88	1.5	1	0.904	0.904	NA	194	194	1.15	1.15	97	NA	NA	1	0	25.9	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ESVB3_S_Su2018	NA	NA	1
ESVB4_S_Su2018	S	S	DNA	DNA-RNA	1	HF	201812	519..806D	ESVB4	Estuarine	00 SVB	BM	2018-07-05	Su	2018	1.7238791486	NA	NA	NA	NA	-62	5.9	5.24	28.41	66.35	12	24	11	25	116	101	11660	1	0.3	NA	NA	NA	NA	3.5	733	1.5	1	1.238	1.238	NA	-62	-62	5.9	5.9	98	NA	NA	1	0	16.1	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ESVB4_S_Su2018	NA	NA	1
ESVB5_S_Su2018	S	S	DNA	DNA-RNA	1	HF	201909	519..806D	ESVB5	Estuarine	00 SVB	BM	2018-07-05	Su	2018	1.8028343023	NA	NA	NA	NA	102	0.86	0.14	98.12	1.74	150	17	9	19	229	139	8666	0.8	0.38	NA	NA	NA	NA	3.5	460	1.5	1	1.238	1.238	NA	102	102	0.86	0.86	96	NA	NA	5	0	30.6	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ESVB5_S_Su2018	NA	NA	1
EU05_S_Wi2013	S	S	DNA	DNA-RNA	1	HF	201812	519..806D	EU05	Estuarine	08 Urola	BM	2013-02-27	Wi	2013	4.3130825486	5.423	4.85	0.548	0.617	213	3.19	0	49.27	50.73	36.6	77	54.1	62.3	180.9	659.3	36774	0.09	0.18	0.104	0.0434	NA	2	16.3	990	0	0	1.6383738382	2.3004159878	NA	-13.6	-15.2	5.77	6.06	98.9	NA	NA	3.5	0	0.3	1	0.18	0.25	3.76	NA	NA	NA	NA	NA	NA	NA	NA	EU05_S_Wi2013	NA	NA	D
EU05_S_Wi2013RNA	S	S	RNA	DNA-RNA	1	HF	201909	519..806D	EU05	Estuarine	08 Urola	BM	2013-02-27	Wi	2013	4.5754098885	5.423	4.85	0.548	0.617	213	3.19	0	49.27	50.73	36.6	77	54.1	62.3	180.9	659.3	36774	0.09	0.18	0.104	0.0434	NA	2	16.3	990	0	0	1.6383738382	2.3004159878	NA	-13.6	-15.2	5.77	6.06	98.9	NA	NA	3.5	0	0.3	1	0.18	0.25	3.76	NA	NA	NA	NA	NA	NA	NA	NA	EU05_S_Wi2013RNA	NA	NA	R
EU05_S_Wi2016	S	S	DNA	DNA-RNA	1	HF	201904	519..806D	EU05	Estuarine	08 Urola	BM	2016-01-27	Wi	2016	2.3410186544	3.641	4.422	0.809	0.678	56	0.8	0.09	35.62	64.28	46	62	41	82	239	309	35335	0.11	0.37	NA	NA	NA	NA	16.4	0	0	0	1.4304467997	1.6614301688	NA	37.4	10.2	3.97	5.11	108	NA	NA	3.5	0	0.2	1	0.18	0.25	3.76	NA	NA	NA	NA	NA	NA	NA	NA	EU05_S_Wi2016	NA	NA	1
EU05_S_Wi2017	S	S	DNA	DNA-RNA	1	HF	201812	519..806D	EU05	Estuarine	08 Urola	BM	2017-02-09	Wi	2017	3.4969464411	3.633	4.25	0.859	0.694	-58	7.54	10.82	33.67	55.5	53	62	44	80	248	452	30923	0.07	0.4	NA	NA	NA	NA	24	0	0	0	1.8348039148	1.6683816453	NA	67.4	15.2	4.34	5.14	100.1	NA	NA	3	0	14.1	1	0.18	0.25	3.76	NA	NA	NA	NA	NA	NA	NA	NA	EU05_S_Wi2017	NA	NA	D
